
t_rule
ruleId	ruleName	conditionIds	actionIds	dayofweeks	starttime	endtime	userId	sceneid
395	if PM2.5 dust detector- living room PM2.5 concentration is equal to excellent (0-35), air purifier- living room equipment status is equal to open, then air purifier- living room equipment status is closed	400,399	428	1,2,3,4,5,6,7	00:00:00	23:59:59	26	1
396	If the infrared human body sensor-human body detection in the living room is equal to no one, then the electric fan-the state of the living room equipment is off	401	429	1,2,3,4,5,6,7	00:00:00	23:59:59	26	1
397	If the infrared human body sensor-human body detection in the living room is equal to no one, then the sweeping robot-living room device status is enabled	402	432	1,2,3,4,5,6,7	00:00:00	23:59:59	26	1
398	If the infrared human body sensor-human body detection in the living room is equal to no one, then the lighting-entrance equipment status is off	402	431	1,2,3,4,5,6,7	00:00:00	23:59:59	26	1
399	If the infrared human body sensor - human body detection in the living room is equal to no one, then the light - the status of the living room equipment is off	402	430	1,2,3,4,5,6,7	00:00:00	23:59:59	26	1
401	if temperature sensor - living room temperature is greater than or equal to 25, infrared human body sensor - living room body detection is equal to someone, temperature sensor - living room temperature is less than or equal to 35, then electric fan - living room equipment status is the first gear	409,408,407	434	1,2,3,4,5,6,7	00:00:00	23:59:59	26	1
402	if temperature sensor - living room temperature is less than 25, temperature sensor - living room temperature is greater than 5, infrared human body sensor - living room human detection is equal to someone, then air conditioner - living room equipment status is off	412,411,410	437	1,2,3,4,5,6,7	00:00:00	23:59:59	26	1
403	If temperature sensor-living room temperature is less than 25, temperature sensor-living room temperature is greater than 5, infrared human body sensor-living room human detection is equal to someone, then heater-living room device status is off	412,411,410	436	1,2,3,4,5,6,7	00:00:00	23:59:59	26	1
404	if temperature sensor - living room temperature is less than 25, temperature sensor - living room temperature is greater than 5, infrared human body sensor - living room human detection is equal to someone, then electric fan - living room equipment status is off	412,411,410	435	1,2,3,4,5,6,7	00:00:00	23:59:59	26	1
405	if window-living room device status is equal to open, then smart speaker-living room volume is 16	413	438	1,2,3,4,5,6,7	00:00:00	23:59:59	1	1
406	if infrared human body sensor-human body detection in the living room is equal to someone, temperature sensor-living room temperature is greater than or equal to 35, then heater-living room device status is off	415,414	443	1,2,3,4,5,6,7	00:00:00	23:59:59	26	1
407	if infrared human body sensor-human body detection in living room is equal to someone, temperature sensor-living room temperature is greater than or equal to 35, then electric fan-living room device status is off	415,414	442	1,2,3,4,5,6,7	00:00:00	23:59:59	26	1
408	if infrared human body sensor - human body detection in living room is equal to someone, temperature sensor - living room temperature is greater than or equal to 35, then air conditioner - living room wind speed is automatic	415,414	441	1,2,3,4,5,6,7	00:00:00	23:59:59	26	1
409	if infrared human body sensor - human body detection in the living room is equal to someone, temperature sensor - living room temperature is greater than or equal to 35, then air conditioner - living room equipment status is cooling mode	415,414	440	1,2,3,4,5,6,7	00:00:00	23:59:59	26	1
410	if infrared human body sensor - human body detection in living room is equal to someone, temperature sensor - living room temperature is greater than or equal to 35, then air conditioner - living room temperature is 26	415,414	439	1,2,3,4,5,6,7	00:00:00	23:59:59	26	1
412	if infrared human body sensor-office human detection is equal to someone, windows-office device status is equal to off, then humidifier-office device status is on	418,417	445	1,2,3,4,5,6,7	00:00:00	23:59:59	26	2
413	if motorized curtain-office equipment status is equal to open, then printer-office equipment status is open	419	446	1,2,3,4,5,6,7	00:00:00	23:59:59	1	2
414	if infrared human sensor-office human detection is equal to someone, light-office device status is equal to off, then light-office device status is on	421,420	447	1,2,3,4,5,6,7	18:00:00	00:00:00	26	2
416	If infrared human body sensor-office human body detection is equal to someone, temperature sensor-office temperature is less than or equal to 15, then the water dispenser device status is open	425,424	450	1,2,3,4,5,6,7	00:00:00	23:59:59	26	2
417	if infrared human body sensor-office human body detection is equal to someone, temperature sensor-office temperature is less than or equal to 15, then heater-office device status is on	425,424	449	1,2,3,4,5,6,7	00:00:00	23:59:59	26	2
418	if infrared human sensor-office human detection equals no one, then light-office device status is off	426	454	1,2,3,4,5,6,7	00:00:00	23:59:59	26	2
419	if infrared human body sensor-office human body detection is equal to no one, then air conditioner-office equipment status is off	426	453	1,2,3,4,5,6,7	00:00:00	23:59:59	26	2
420	if infrared human sensor-office human detection equals no one, then temperature sensor-office device status is off	426	452	1,2,3,4,5,6,7	00:00:00	23:59:59	26	2
421	if infrared human sensor-office human detection equals no one, then printer-office device status is off	426	451	1,2,3,4,5,6,7	00:00:00	23:59:59	26	2
422	If temperature sensor - bedroom temperature is less than or equal to 5, then electric blanket - bedroom equipment status is mid-range	429	455	1,2,3,4,5,6,7	22:00:00	00:00:00	26	3
424	if the weather detector-bedroom weather is equal to sandstorm, then the window-bedroom device status is closed	430	457	1,2,3,4,5,6,7	00:00:00	23:59:59	26	3
425	if the weather detector - the bedroom weather is equal to the haze, then the window - the bedroom device status is closed	431	458	1,2,3,4,5,6,7	00:00:00	23:59:59	26	3
426	if the weather detector-bedroom weather is not equal to haze, the weather detector-bedroom weather is not equal to sandstorm, then the window-bedroom device status is open	433,432	459	1,2,3,4,5,6,7	08:00:00	11:00:00	26	3
429	if the smart door lock - the state of the living room device is equal to open, then the light - the state of the living room device is open	435	462	1,2,3,4,5,6,7	00:00:00	23:59:59	1	1
430	if windows-living room device status is equal to open, then air conditioner-living room temperature is 26	436	463	1,2,3,4,5,6,7	00:00:00	23:59:59	5	1
432	if the infrared human body sensor - the human body detection in the living room is equal to someone, then the light - the status of the living room device is on	438	465	1,2,3,4,5,6,7	00:00:00	23:59:59	25	1
433	If PM2.5 dust detector - living room PM2.5 concentration is greater than light pollution (75-115), then air purifier - living room equipment status is open	439	466	1,2,3,4,5,6,7	00:00:00	23:59:59	25	1
434	if the smart door lock - the state of the living room device is equal to open, the electric fan - the state of the living room device is equal to closed, then the air conditioner - the state of the living room device is the cooling mode	441,440	467	1,2,3,4,5,6,7	00:00:00	23:59:59	25	1
435	if smoke detector-living room smoke detection is equal to smoke, then window-living room device status is open	442	468	1,2,3,4,5,6,7	00:00:00	23:59:59	25	1
436	if the smart door lock - the status of the living room device is equal to open, then the infrared human body sensor - the status of the living room device is open	443	469	1,2,3,4,5,6,7	00:00:00	23:59:59	31	1
437	if air conditioner-living room device status is equal to cooling mode, then humidifier-living room device status is on	444	470	1,2,3,4,5,6,7	00:00:00	23:59:59	25	1
438	If the projector-living room device status is equal to on, the TV-living room device status is equal to off, then the smart speaker-living room volume is 11	446,445	472	1,2,3,4,5,6,7	00:00:00	23:59:59	25	1
439	If the projector-living room device state is equal to on, the TV-living room device state is equal to off, then the smart audio-living room device state is on	446,445	471	1,2,3,4,5,6,7	00:00:00	23:59:59	25	1
440	if smart door lock - the status of the living room device is equal to open, then smart socket - the status of the living room device is open	447	473	1,2,3,4,5,6,7	00:00:00	23:59:59	25	1
441	If the window-living room equipment status is equal to open, then the air purifier-living room fan speed is low	448	474	1,2,3,4,5,6,7	00:00:00	23:59:59	31	1
442	If the temperature sensor - the living room temperature is greater than 28, the window - the living room equipment status is equal to closed, then the air conditioner - the living room fan speed is mid-range	450,449	476	1,2,3,4,5,6,7	00:00:00	23:59:59	25	1
443	if the temperature sensor-living room temperature is greater than 28, the window-living room equipment status is equal to off, then the air conditioner-living room equipment status is cooling mode	450,449	475	1,2,3,4,5,6,7	00:00:00	23:59:59	25	1
444	If the infrared human body sensor-human body detection in the living room is equal to someone, then the robot vacuum-living room device status is off	451	477	1,2,3,4,5,6,7	00:00:00	23:59:59	25	1
445	if temperature sensor-living room temperature is less than 10, then heater-living room device status is on	452	478	1,2,3,4,5,6,7	00:00:00	23:59:59	25	1
447	if computer-office equipment status is equal to open, then motorized curtains-office equipment status is open	453	480	1,2,3,4,5,6,7	00:00:00	23:59:59	5	2
448	if smart door lock-office device status is equal to open, then computer-office device status is open	454	482	1,2,3,4,5,6,7	00:00:00	23:59:59	25	2
449	if smart door lock-office device status is equal to open, then windows-office device status is open	454	481	1,2,3,4,5,6,7	00:00:00	23:59:59	25	2
451	if temperature sensor-office temperature is greater than 30, then air conditioner-office equipment status is cooling mode	455	484	1,2,3,4,5,6,7	00:00:00	23:59:59	25	2
452	if smart door lock-office device status is equal to open, then motorized curtains-office device status is open	456	485	1,2,3,4,5,6,7	00:00:00	23:59:59	25	2
454	if temperature sensor-office temperature is less than 10, then heater-office device status is on	458	487	1,2,3,4,5,6,7	00:00:00	23:59:59	25	2
455	if the computer-office device status is equal to on, then the printer-office device status is on	459	488	1,2,3,4,5,6,7	00:00:00	23:59:59	25	2
457	if the weather detector-bedroom weather is equal to rainy day, then the window-bedroom device status is closed	460	490	1,2,3,4,5,6,7	00:00:00	23:59:59	25	3
458	if temperature sensor - living room temperature is less than 15, then air conditioner - living room equipment status is heating mode	461	491	1,2,3,4,5,6,7	00:00:00	23:59:59	31	1
459	if temperature sensor - bedroom temperature is less than 5, then electric blanket - bedroom equipment status is medium	462	492	1,2,3,4,5,6,7	21:00:00	22:00:00	25	3
460	if TV-bedroom device status is equal to open, then motorized curtains-bedroom device status is closed	463	493	1,2,3,4,5,6,7	00:00:00	23:59:59	25	3
461	if light-bedroom device status is equal to off, then wall lamp-bedroom device status is on	464	494	1,2,3,4,5,6,7	00:00:00	23:59:59	25	3
463	if temperature sensor - bedroom temperature is greater than 28, then air conditioner - bedroom equipment status is cooling mode	466	496	1,2,3,4,5,6,7	00:00:00	23:59:59	25	3
464	If the air conditioner-living room equipment status is equal to the heating mode, then the heater-living room equipment status is off	467	497	1,2,3,4,5,6,7	00:00:00	23:59:59	31	1
465	if air conditioner-living room equipment status is equal to cooling mode, then electric fan-living room equipment status is off	468	498	1,2,3,4,5,6,7	00:00:00	23:59:59	31	1
466	if air conditioner-bedroom device status is equal to cooling mode, then humidifier-bedroom device status is on	469	500	1,2,3,4,5,6,7	00:00:00	23:59:59	25	3
467	If air conditioner-bedroom equipment status is equal to cooling mode, then humidifier-bedroom timing is 2.0h	469	499	1,2,3,4,5,6,7	00:00:00	23:59:59	25	3
470	if the computer-office device status is equal to on, then the printer-office device status is on	470	503	1,2,3,4,5	00:00:00	23:59:59	31	2
471	if the window-living room device state is equal to closed, then the electric curtain-living room device state is open	474	504	6,7	00:00:00	23:59:59	31	1
472	If the smart door lock - the state of the living room device is equal to open, then the light - the state of the entrance device is open	475	505	1,2,3,4,5,6,7	00:00:00	23:59:59	26	1
473	If the window-living room equipment status is equal to closed, then PM2.5 dust detector-living room equipment status is open	476	506	1,2,3,4,5,6,7	00:00:00	23:59:59	31	1
474	if temperature sensor - living room temperature is greater than 25, then air conditioner - living room equipment status is cooling mode	477	507	1,2,3,4,5,6,7	00:00:00	23:59:59	31	1
475	If the smart door lock - the state of the living room device is equal to open, then the light - the state of the entrance device is open	478	508	1,2,3,4,5,6,7	00:00:00	23:59:59	32	1
476	If the temperature sensor - the living room temperature is greater than 20, then the electric fan - the living room equipment status is the third gear	479	509	1,2,3,4,5,6,7	00:00:00	23:59:59	31	1
477	if temperature sensor-living room temperature is less than 17, then heater-living room device status is on	480	510	1,2,3,4,5,6,7	00:00:00	23:59:59	31	1
478	If the smart door lock-the state of the living room device is equal to off, then the light-the state of the entrance device is off	481	511	1,2,3,4,5,6,7	00:00:00	23:59:59	32	1
479	if smart door lock-office device status is equal to open, then smart socket-office device status is open	482	512	1,2,3,4,5,6,7	00:00:00	23:59:59	31	2
480	if smart door lock-office device status is equal to off, then smart socket-office device status is off	483	513	1,2,3,4,5,6,7	00:00:00	23:59:59	31	2
481	if windows-office device status is equal to on, then desk lamp-office device status is off	484	514	1,2,3,4,5,6,7	00:00:00	23:59:59	31	2
483	if desk lamp-office device status is equal to on, then computer-office screen brightness is 5	486	516	1,2,3,4,5,6,7	00:00:00	23:59:59	31	2
484	if smart door lock-office device status is equal to open, then water dispenser device status is open	487	517	1,2,3,4,5,6,7	00:00:00	23:59:59	31	2
485	if temperature sensor - bedroom temperature is greater than 20, then air conditioner - bedroom equipment status is cooling mode	488	518	1,2,3,4,5,6,7	00:00:00	23:59:59	31	3
487	if temperature sensor - bedroom temperature is less than 15, electric blanket - bedroom device status is equal to off, then humidifier - bedroom device status is on	493,492	521	1,2,3,4,5,6,7	00:00:00	23:59:59	31	3
488	if temperature sensor - bedroom temperature is less than 15, electric blanket - bedroom device status is equal to off, then heating - bedroom device status is on	493,492	520	1,2,3,4,5,6,7	00:00:00	23:59:59	31	3
489	if the weather detector - the weather in the bedroom is equal to the sandstorm, then the electric curtain - the state of the bedroom equipment is closed	494	523	1,2,3,4,5,6,7	00:00:00	23:59:59	31	3
490	if the weather detector-bedroom weather is equal to sandstorm, then the window-bedroom device status is closed	494	522	1,2,3,4,5,6,7	00:00:00	23:59:59	31	3
491	if infrared human body sensor - human body detection in the living room is equal to someone, air conditioner - living room device status is equal to off, heater - living room device status is equal to off, temperature sensor - living room temperature is greater than 32, then air conditioner - living room device status is in cooling mode	498,497,496,495	524	1,2,3,4,5,6,7	00:00:00	23:59:59	32	1
492	if the weather detector - the weather in the bedroom is equal to the rainy day, then the smart socket - the state of the bedroom device is off	499	525	1,2,3,4,5,6,7	00:00:00	23:59:59	31	3
493	if infrared human body sensor - human body detection in living room is equal to someone, air conditioner - living room device status is equal to off, heater - living room device status is equal to off, temperature sensor - living room temperature is less than 2, then heater - living room device status is open	503,502,501,500	526	1,2,3,4,5,6,7	00:00:00	23:59:59	32	1
494	If the infrared human body sensor-human body detection in the living room is equal to no one, then the sweeping robot-living room device status is enabled	504	527	1,2,3,4,5,6,7	00:00:00	23:59:59	32	1
495	If the infrared human body sensor-human body detection in the living room is equal to someone, then the robot vacuum-living room device status is off	505	528	1,2,3,4,5,6,7	00:00:00	23:59:59	32	1
496	If the TV-living room device status is equal to on, then the TV wall lamp-living room device status is off	506	529	1,2,3,4,5,6,7	00:00:00	23:59:59	32	1
497	If the TV-living room device status is equal to off, then the TV wall lamp-living room device status is on	507	530	1,2,3,4,5,6,7	00:00:00	23:59:59	32	1
498	If smoke detector - living room smoke detection is equal to smoke, then sound and light alarm - living room equipment status is open	508	532	1,2,3,4,5,6,7	00:00:00	23:59:59	32	1
499	if smoke detector-living room smoke detection is equal to smoke, then window-living room device status is open	508	531	1,2,3,4,5,6,7	00:00:00	23:59:59	32	1
500	If the infrared human body sensor-human body detection in the living room is equal to someone, then the smart audio-living room device status is open	509	533	1,2,3,4,5,6,7	00:00:00	23:59:59	32	1
501	If the infrared human body sensor-human body detection in the living room is equal to no one, then the projector-living room device status is off	510	538	1,2,3,4,5,6,7	00:00:00	23:59:59	32	1
502	If the infrared human body sensor - human body detection in the living room is equal to no one, then the light - the status of the living room equipment is off	510	537	1,2,3,4,5,6,7	00:00:00	23:59:59	32	1
503	If the infrared human body sensor-human body detection in the living room is equal to no one, then the TV-living room device status is off	510	536	1,2,3,4,5,6,7	00:00:00	23:59:59	32	1
504	If the infrared human body sensor-human body detection in the living room is equal to no one, then the heater-living room device status is off	510	535	1,2,3,4,5,6,7	00:00:00	23:59:59	32	1
505	If the infrared human body sensor-human body detection in the living room is equal to no one, then the air conditioner-living room device status is off	510	534	1,2,3,4,5,6,7	00:00:00	23:59:59	32	1
506	if infrared human body sensor-office human body detection is equal to someone, temperature sensor-office temperature is greater than 32, then air conditioner-office equipment status is cooling mode	512,511	539	1,2,3,4,5,6,7	00:00:00	23:59:59	32	2
508	if infrared human body sensor-office human body detection is equal to no one, then air conditioner-office equipment status is off	514	544	1,2,3,4,5,6,7	00:00:00	23:59:59	32	2
509	if infrared human body sensor-office human detection is equal to no one, then desk lamp-office device status is off	514	543	1,2,3,4,5,6,7	00:00:00	23:59:59	32	2
510	If the infrared human body sensor-office human body detection is equal to no one, then the heater-office device status is off	514	542	1,2,3,4,5,6,7	00:00:00	23:59:59	32	2
511	if infrared human sensor-office human detection equals no one, then light-office device status is off	514	541	1,2,3,4,5,6,7	00:00:00	23:59:59	32	2
512	If the infrared human body sensor-office human body detection is equal to no one, then the state of the water dispenser device is off	515	545	1,2,3,4,5,6,7	00:00:00	23:59:59	32	2
513	If PM2.5 dust detector - living room equipment status is greater than open, PM2.5 dust detector - living room PM2.5 concentration is less than excellent (0-35), then PM2.5 dust detector - living room equipment status is open	517,516	546	1,2,3,4,5,6,7	00:00:00	23:59:59	33	1
517	if temperature sensor - bedroom temperature is greater than 30, then humidifier - bedroom timing is 1.0h	519	552	1,2,3,4,5,6,7	08:00:00	20:00:00	34	3
518	if temperature sensor - bedroom temperature is greater than 30, then air conditioner - bedroom equipment status is cooling mode	519	551	1,2,3,4,5,6,7	08:00:00	20:00:00	34	3
519	if temperature sensor - bedroom temperature is greater than 30, then electric curtain - bedroom device status is closed	519	550	1,2,3,4,5,6,7	08:00:00	20:00:00	34	3
520	if temperature sensor - bedroom temperature is greater than 32, then air conditioner - bedroom equipment status is cooling mode	520	553	1,2,3,4,5,6,7	00:00:00	23:59:59	32	3
521	if temperature sensor - bedroom temperature is less than 2, then air conditioner - bedroom equipment status is heating mode	521	554	1,2,3,4,5,6,7	00:00:00	23:59:59	32	3
522	If the infrared human body sensor-office human body detection is equal to no one, then the air purifier-office device status is off	522	558	1,2,3,4,5,6,7	00:00:00	23:59:59	34	2
523	If the infrared human body sensor-office human body detection is equal to no one, then the state of the water dispenser device is off	522	557	1,2,3,4,5,6,7	00:00:00	23:59:59	34	2
524	if infrared human body sensor-office human body detection is equal to no one, then air conditioner-office equipment status is off	522	556	1,2,3,4,5,6,7	00:00:00	23:59:59	34	2
525	if infrared human sensor-office human detection equals no one, then printer-office device status is off	522	555	1,2,3,4,5,6,7	00:00:00	23:59:59	34	2
526	if the weather detector-bedroom weather is not equal to sunny, then the window-bedroom device status is closed	523	559	1,2,3,4,5,6,7	00:00:00	23:59:59	32	3
527	If PM2.5 dust detector - living room PM2.5 concentration is equal to light pollution (75-115), infrared human body sensor - living room human detection is equal to someone, then PM2.5 dust detector - living room equipment status is open	525,524	560	1,2,3,4,5,6,7	00:00:00	23:59:59	34	1
528	if the window-living room device state is equal to open, then the window-living room device state is open	526	561	1,2,3,4,5,6,7	00:00:00	23:59:59	33	1
529	if the weather detector-bedroom weather is equal to sunny, then the window-bedroom device status is open	527	562	1,2,3,4,5,6,7	10:00:00	14:00:00	32	3
530	if the status of the electric fan-living room equipment is greater than or equal to the first gear, then the electric fan-living room equipment status is the first gear	528	563	1,2,3,4,5,6,7	07:14:00	22:20:00	33	1
532	if the infrared human body sensor-human body detection in the living room is greater than or equal to someone, then the infrared human body sensor-living room device status is open	529	565	1,2,3,4,5,6,7	00:00:00	23:59:59	33	1
533	if window-bedroom device status is equal to open, then motorized curtains-bedroom device status is open	530	566	1,2,3,4,5,6,7	00:00:00	23:59:59	32	3
534	If the router-living room mode is equal to the through-wall mode, then the router-living room mode is the through-wall mode	531	567	1,2,3,4,5,6,7	00:00:00	23:59:59	33	1
535	if smart door lock-living room device status is equal to open, then smart door lock-living room device status is open	532	568	1,2,3,4,5,6,7	00:00:00	23:59:59	33	1
536	if temperature sensor - bedroom temperature is less than 2, then electric blanket - bedroom equipment status is medium	533	569	1,2,3,4,5,6,7	00:00:00	23:59:59	32	3
537	if windows-office device status is equal to open, then windows-office device status is open	534	570	1,2,3,4,5,6,7	00:00:00	23:59:59	33	2
538	if printer-office device status is equal to on, then printer-office device status is on	535	571	1,2,3,4,5,6,7	00:00:00	23:59:59	33	2
539	if the computer-office screen brightness is equal to 5, then the computer-office screen brightness is 5	536	572	1,2,3,4,5,6,7	00:00:00	23:59:59	33	2
540	if air conditioner-office temperature is greater than or equal to 28, then air conditioner-office temperature is 25	537	573	1,2,3,4,5,6,7	08:20:00	22:20:00	33	2
541	if air conditioner-office fan speed is equal to mid-range, then air conditioner-office fan speed is automatic	538	574	1,2,3,4,5,6,7	00:00:00	23:59:59	33	2
542	if table lamp-office device status is equal to on, then table lamp-office device status is on	539	575	1,2,3,4,5	17:20:00	22:20:00	33	2
543	if wall lamp-bedroom device status is equal to on, then wall lamp-bedroom device status is on	540	576	1,2,3,4,5,6,7	00:00:00	23:59:59	33	3
544	if air conditioner-living room temperature is not equal to 25, then air conditioner-living room temperature is 25	541	577	1,2,3,4,5,6,7	00:00:00	23:59:59	35	1
545	if windows-bedroom device status is equal to on, then humidifier-bedroom device status is off	542	578	1,2,3,4,5,6,7	00:00:00	23:59:59	33	3
546	if the window-bedroom device state is equal to on, the window-bedroom device state is equal to on, then the heating-bedroom device state is off	544,543	580	1,2,3,4,5,6,7	00:00:00	23:59:59	33	3
547	if the window-bedroom device state is equal to open, the window-bedroom device state is equal to open, then the air conditioner-bedroom device state is closed	544,543	579	1,2,3,4,5,6,7	00:00:00	23:59:59	33	3
548	if light-bedroom device status is equal to on, then wall light-bedroom device status is off	545	581	1,2,3,4,5,6,7	00:00:00	23:59:59	33	3
549	if electric blanket - bedroom device status equal to off, then air conditioner - bedroom device status is off	546	582	1,2,3,4,5,6,7	00:00:00	23:59:59	33	3
550	if air conditioner - office temperature is not equal to 25, then air conditioner - office temperature is 25	547	583	1,2,3,4,5,6,7	00:00:00	23:59:59	35	2
551	if humidifier-bedroom device status is equal to on, then heating-bedroom device status is off	548	584	1,2,3,4,5,6,7	00:00:00	23:59:59	33	3
552	if motorized curtains - bedroom device status is equal to open, then temperature sensor - bedroom device status is open	549	585	1,2,3,4,5,6,7	00:00:00	23:59:59	33	3
553	if the weather detector-bedroom weather is equal to sunny, then the window-bedroom device status is open	550	586	1,2,3,4,5,6,7	00:00:00	23:59:59	33	3
560	if smoke detector-living room smoke detection is equal to smoke, then air purifier-living room device status is on	160	593	1,2,3,4,5,6,7	00:00:00	23:59:59	36	1
561	If smoke detector - living room smoke detection is equal to smoke, then sound and light alarm - living room equipment status is open	160	592	1,2,3,4,5,6,7	00:00:00	23:59:59	36	1
562	If PM2.5 dust detector - living room PM2.5 concentration is greater than or equal to, then air purifier - living room equipment status is open	555	596	1,2,3,4,5,6,7	00:00:00	23:59:59	36	1
563	If PM2.5 dust detector - living room PM2.5 concentration is greater than or equal to, then humidifier - living room equipment status is open	555	595	1,2,3,4,5,6,7	00:00:00	23:59:59	36	1
564	If the smart door lock - the state of the living room device is equal to open, then the light - the state of the entrance device is open	556	597	1,2,3,4,5,6,7	00:00:00	23:59:59	36	1
565	if the infrared human body sensor - the human body detection in the living room is equal to someone, then the light - the status of the living room device is on	557	598	1,2,3,4,5,6,7	00:00:00	23:59:59	36	1
566	if the infrared human body sensor-office human detection is equal to someone, then the computer-office device status is on	558	599	1,2,3,4,5	00:00:00	23:59:59	36	2
567	if infrared human body sensor-office human body detection is equal to someone, then the state of the water dispenser device is open	559	601	1,2,3,4,5	00:00:00	23:59:59	36	2
568	if infrared human sensor-office human detection is equal to someone, then desk lamp-office device status is on	559	600	1,2,3,4,5	00:00:00	23:59:59	36	2
569	if the computer-office device status is equal to on, then the printer-office device status is on	560	602	1,2,3,4,5	00:00:00	23:59:59	36	2
570	if smart door lock-office equipment status is equal to closed, then motorized curtains-office equipment status is closed	561	605	1,2,3,4,5	00:00:00	23:59:59	36	2
572	if smart door lock-office device status is equal to off, then light-office device status is off	561	603	1,2,3,4,5	00:00:00	23:59:59	36	2
574	if temperature sensor - bedroom temperature is less than 10, then heating - bedroom device status is on	563	609	1,2,3,4,5,6,7	00:00:00	23:59:59	36	3
576	if temperature sensor - bedroom temperature is less than 10, then electric blanket - bedroom equipment status is low	563	607	1,2,3,4,5,6,7	00:00:00	23:59:59	36	3
577	if the weather detector - the weather in the bedroom is equal to the rainy day, then the electric curtain - the state of the bedroom equipment is closed	564	610	1,2,3,4,5,6,7	00:00:00	23:59:59	36	3
578	if the weather detector - the bedroom weather is equal to sunny, then the humidifier - the bedroom device status is on	565	611	1,2,3,4,5,6,7	00:00:00	23:59:59	36	3
579	if temperature sensor - living room temperature is greater than 30, then air conditioner - living room equipment status is cooling mode	566	613	1,2,3,4,5,6,7	00:00:00	23:59:59	36	1
580	If the temperature sensor - the living room temperature is greater than 30, then the electric fan - the living room equipment status is the second gear	566	612	1,2,3,4,5,6,7	00:00:00	23:59:59	36	1
581	if temperature sensor-living room temperature is less than 10, then heater-living room device status is on	567	615	1,2,3,4,5,6,7	00:00:00	23:59:59	36	1
582	if temperature sensor - living room temperature is less than 10, then air conditioner - living room equipment status is heating mode	567	614	1,2,3,4,5,6,7	00:00:00	23:59:59	36	1
583	if temperature sensor - bedroom temperature is greater than 30, then air conditioner - bedroom equipment status is cooling mode	568	616	1,2,3,4,5,6,7	00:00:00	23:59:59	36	3
584	if temperature sensor - bedroom temperature is less than 10, then air conditioner - bedroom equipment status is heating mode	569	617	1,2,3,4,5,6,7	00:00:00	23:59:59	36	3
585	If the window-living room device state is equal to open, then the TV wall lamp-living room device state is open	570	618	1,2,3,4,5,6,7	00:00:00	23:59:59	5	1
586	if PM2.5 dust detector - living room PM2.5 concentration equal to moderate pollution (115-150), PM2.5 dust detector - living room PM2.5 concentration equal to heavy pollution (150-250), PM2.5 dust detector - The concentration of PM2.5 in the living room is equal to severe pollution (>250), PM2.5 dust detector - the concentration of PM2.5 in the living room is equal to mild pollution (75-115), then the air purifier - the status of the living room equipment is on	574,573,572,571	619	1,2,3,4,5,6,7	00:00:00	23:59:59	37	1
587	if humidifier-living room device status is equal to open, air conditioner-living room device status is equal to cooling mode, then window-living room device status is closed	576,575	620	1,2,3,4,5,6,7	00:00:00	23:59:59	37	1
588	If the TV-living room device status is equal to on, then the smart audio-living room device status is on	577	621	1,2,3,4,5,6,7	18:00:00	23:00:00	37	1
589	if projector-living room device status is equal to on, then smart speaker-living room volume is 18	578	623	1,2,3,4,5,6,7	00:00:00	23:59:59	37	1
590	If the projector-living room device status is equal to open, then the smart speaker-living room device status is open	578	622	1,2,3,4,5,6,7	00:00:00	23:59:59	37	1
591	if temperature sensor - living room temperature is greater than 30, infrared human body sensor - living room human body detection is equal to someone, then air conditioner - living room wind speed is automatic	580,579	626	1,2,3,4,5,6,7	00:00:00	23:59:59	37	1
592	If the temperature sensor - the living room temperature is greater than 30, the infrared human body sensor - the living room human body detection is equal to someone, then the air conditioner - the living room temperature is 26	580,579	625	1,2,3,4,5,6,7	00:00:00	23:59:59	37	1
593	If the temperature sensor-living room temperature is greater than 30, the infrared human body sensor-human body detection in the living room is equal to someone, then the air conditioner-living room equipment status is cooling mode	580,579	624	1,2,3,4,5,6,7	00:00:00	23:59:59	37	1
594	if infrared human body sensor - human body detection in living room is equal to someone, temperature sensor - living room temperature is less than 18, then window - living room device status is closed	582,581	629	1,2,3,4,5,6,7	00:00:00	23:59:59	37	1
595	if infrared human body sensor-human body detection in living room is equal to someone, temperature sensor-living room temperature is less than 18, then humidifier-living room device status is on	582,581	628	1,2,3,4,5,6,7	00:00:00	23:59:59	37	1
596	If infrared human body sensor-human body detection in living room is equal to someone, temperature sensor-living room temperature is less than 18, then heater-living room device status is on	582,581	627	1,2,3,4,5,6,7	00:00:00	23:59:59	37	1
597	if infrared human sensor-office human detection is equal to someone, then windows-office device status is off	583	634	1,2,3,4,5,6,7	07:00:00	22:00:00	37	2
598	if infrared human body sensor-office human detection is equal to someone, then motorized curtains-office equipment status is open	583	633	1,2,3,4,5,6,7	07:00:00	22:00:00	37	2
599	if infrared human body sensor-office human body detection is equal to someone, then air conditioner-office equipment status is cooling mode	583	632	1,2,3,4,5,6,7	07:00:00	22:00:00	37	2
600	if infrared human body sensor-office human body detection is equal to someone, then the state of the water dispenser device is open	583	631	1,2,3,4,5,6,7	07:00:00	22:00:00	37	2
601	if infrared human body sensor-office human detection is equal to someone, then light-office device status is on	583	630	1,2,3,4,5,6,7	07:00:00	22:00:00	37	2
602	if infrared human sensor-office human detection equals no one, then smart door lock-office device status is off	584	635	1,2,3,4,5,6,7	00:00:00	23:59:59	37	2
603	if music alarm clock - bedroom device status is equal to open, then electric curtain - bedroom device status is open	585	637	1,2,3,4,5,6,7	00:00:00	23:59:59	37	3
